"Source","SourceLabels","Relation","Target","TargetLabels"
"肝肾功能减退、骨髓抑制和感染、有溃疡病或食管静脉曲张者慎用。","Precautions","precautions","洛莫司汀","Drug"
"氟尿苷","Drug","precautions","本药不良反应严重，出现咽炎、食管炎、出血等症状时立即停药。","Precautions"
"本药不良反应严重，出现咽炎、食管炎、出血等症状时立即停药。","Precautions","precautions","氟尿苷","Drug"
"欧车前亲水胶","Drug","precautions","需有足量的水来服用本品，以使其充分溶解，服后多饮水，有助于增强疗效；同时避免阻塞食管。","Precautions"
"需有足量的水来服用本品，以使其充分溶解，服后多饮水，有助于增强疗效；同时避免阻塞食管。","Precautions","precautions","欧车前亲水胶","Drug"
"欧车前亲水胶","Drug","precautions","服用本品需有足量液体。以免阻塞食管。","Precautions"
"服用本品需有足量液体。以免阻塞食管。","Precautions","precautions","欧车前亲水胶","Drug"
"注射用油酸胆胺酯","Drug","precautions","必须由具有丰富内镜食管静脉瘤硬化疗法知识和经验的医生来应用，以便在出现休克等意外时正确处置。","Precautions"
"必须由具有丰富内镜食管静脉瘤硬化疗法知识和经验的医生来应用，以便在出现休克等意外时正确处置。","Precautions","precautions","注射用油酸胆胺酯","Drug"
"注射用油酸胆胺酯","Drug","precautions","勿注入食管静脉瘤的周围，否则可引起食管溃疡，食管狭窄、穿孔等。","Precautions"
"勿注入食管静脉瘤的周围，否则可引起食管溃疡，食管狭窄、穿孔等。","Precautions","precautions","注射用油酸胆胺酯","Drug"
"维u颠茄铝分散片","Drug","precautions","反流食管炎","Precautions"
"反流食管炎","Precautions","precautions","维u颠茄铝分散片","Drug"
"肝用氨基酸输液","Drug","precautions","重度食管静脉曲张患者使用本药，应控制静脉滴注速度和用量，以防发生静脉压过高。","Precautions"
"重度食管静脉曲张患者使用本药，应控制静脉滴注速度和用量，以防发生静脉压过高。","Precautions","precautions","肝用氨基酸输液","Drug"
"肝用氨基酸输液","Drug","precautions","严重食管静脉曲张时，要注意输注速度和用量，以免造成静脉压力增高。","Precautions"
"严重食管静脉曲张时，要注意输注速度和用量，以免造成静脉压力增高。","Precautions","precautions","肝用氨基酸输液","Drug"
"蒙脱石","Drug","precautions","胃炎、结肠炎患者饭前服用；腹泻患者两餐间服用；食管炎患者饭后服用。","Precautions"
"胃炎、结肠炎患者饭前服用；腹泻患者两餐间服用；食管炎患者饭后服用。","Precautions","precautions","蒙脱石","Drug"
"双环维林","Drug","contraindications","反流食管炎","Disease"
"反流食管炎","Disease","contraindications","双环维林","Drug"
"双环维林","Drug","contraindications","食管炎","Disease"
"食管炎","Disease","contraindications","双环维林","Drug"
"奥昔布宁","Drug","contraindications","食管炎","Disease"
"食管炎","Disease","contraindications","奥昔布宁","Drug"
"奥昔布宁","Drug","contraindications","反流食管炎","Disease"
"反流食管炎","Disease","contraindications","奥昔布宁","Drug"
"格隆溴铵","Drug","contraindications","反流食管炎","Disease"
"反流食管炎","Disease","contraindications","格隆溴铵","Drug"
"格隆溴铵","Drug","contraindications","食管炎","Disease"
"食管炎","Disease","contraindications","格隆溴铵","Drug"
"枸橼酸钾","Drug","contraindications","食管憩室","Disease"
"食管憩室","Disease","contraindications","枸橼酸钾","Drug"
"东莨菪碱","Drug","contraindications","食管炎","Disease"
"食管炎","Disease","contraindications","东莨菪碱","Drug"
"东莨菪碱","Drug","contraindications","反流食管炎","Disease"
"反流食管炎","Disease","contraindications","东莨菪碱","Drug"
"阿托品","Drug","contraindications","反流食管炎","Disease"
"反流食管炎","Disease","contraindications","阿托品","Drug"
"阿托品","Drug","contraindications","食管炎","Disease"
"食管炎","Disease","contraindications","阿托品","Drug"
"胃肠道ct检查","Treatment","relatedDisease","食管癌","Disease"
"食管癌","Disease","relatedDisease","胃肠道ct检查","Treatment"
"脱落细胞检查","Treatment","relatedDisease","食管癌","Disease"
"食管癌","Disease","relatedDisease","脱落细胞检查","Treatment"
"脱落细胞检查","Treatment","relatedDisease","老年人食管癌","Disease"
"老年人食管癌","Disease","relatedDisease","脱落细胞检查","Treatment"
"上消化道功能测定和显像","Treatment","relatedDisease","食管癌","Disease"
"食管癌","Disease","relatedDisease","上消化道功能测定和显像","Treatment"
"梅毒血清试验检查","Treatment","relatedDisease","食管梅毒","Disease"
"食管梅毒","Disease","relatedDisease","梅毒血清试验检查","Treatment"
"食管拉网检查","Treatment","relatedDisease","食管肿瘤","Disease"
"食管肿瘤","Disease","relatedDisease","食管拉网检查","Treatment"
"食管拉网检查","Treatment","relatedDisease","食管癌","Disease"
"食管癌","Disease","relatedDisease","食管拉网检查","Treatment"
"食道x线钡餐检查","Treatment","relatedDisease","食管血管瘤","Disease"
"食管血管瘤","Disease","relatedDisease","食道x线钡餐检查","Treatment"
"超声内镜检查","Treatment","relatedDisease","食管囊肿","Disease"
"食管囊肿","Disease","relatedDisease","超声内镜检查","Treatment"
"血清醛缩酶ald","Treatment","relatedDisease","食管癌","Disease"
"食管癌","Disease","relatedDisease","血清醛缩酶ald","Treatment"
"食管钡餐透视","Treatment","relatedDisease","食管蹼和食管环","Disease"
"食管蹼和食管环","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","食管穿透性损伤","Disease"
"食管穿透性损伤","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","硬皮病食管","Disease"
"硬皮病食管","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","硬化剂治疗引起的食管损害","Disease"
"硬化剂治疗引起的食管损害","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","食管外压和牵拉","Disease"
"食管外压和牵拉","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","食管异位组织","Disease"
"食管异位组织","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","食管过短","Disease"
"食管过短","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","吞咽困难","RelatedDisease"
"吞咽困难","RelatedDisease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","原发性食管恶性黑色素瘤","Disease"
"原发性食管恶性黑色素瘤","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","硬皮病","Disease"
"硬皮病","Disease","relatedDisease","食管钡餐透视","Treatment"
"食管钡餐透视","Treatment","relatedDisease","缺铁性吞咽困难","Disease"
"缺铁性吞咽困难","Disease","relatedDisease","食管钡餐透视","Treatment"
"上消化道内窥镜检查","Treatment","relatedDisease","食管蹼和食管环","Disease"
"食管蹼和食管环","Disease","relatedDisease","上消化道内窥镜检查","Treatment"
"上消化道内窥镜检查","Treatment","relatedDisease","食管梅毒","Disease"
"食管梅毒","Disease","relatedDisease","上消化道内窥镜检查","Treatment"
"上消化道内窥镜检查","Treatment","relatedDisease","食管化学性烧伤","Disease"
"食管化学性烧伤","Disease","relatedDisease","上消化道内窥镜检查","Treatment"
"上消化道内窥镜检查","Treatment","relatedDisease","食管裂孔疝","Disease"
"食管裂孔疝","Disease","relatedDisease","上消化道内窥镜检查","Treatment"
"食管24hph监测","Treatment","relatedDisease","食管源性胸痛","Disease"
"食管源性胸痛","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","吞咽困难","RelatedDisease"
"吞咽困难","RelatedDisease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","食管炎","Disease"
"食管炎","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","反流食管炎","Disease"
"反流食管炎","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","Barrett食管","Disease"
"Barrett食管","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","胸痛","Disease"
"胸痛","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","新生儿先天性膈疝","Disease"
"新生儿先天性膈疝","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","哮喘","Disease"
"哮喘","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","先天性膈疝","Disease"
"先天性膈疝","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","食管裂孔疝","Disease"
"食管裂孔疝","Disease","relatedDisease","食管24hph监测","Treatment"
"食管24hph监测","Treatment","relatedDisease","胃型哮喘","Disease"
"胃型哮喘","Disease","relatedDisease","食管24hph监测","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","后壁穿孔性溃疡","Disease"
"后壁穿孔性溃疡","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","溃疡病出血","Disease"
"溃疡病出血","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","老年人食管裂孔疝","Disease"
"老年人食管裂孔疝","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","复发性溃疡","Disease"
"复发性溃疡","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","水肿","Disease"
"水肿","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","全身黏液性水肿","Disease"
"全身黏液性水肿","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","食管裂孔疝","Disease"
"食管裂孔疝","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","溃疡病穿孔","Disease"
"溃疡病穿孔","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","贲门失弛缓症","Disease"
"贲门失弛缓症","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","黏液性水肿","RelatedDisease"
"黏液性水肿","RelatedDisease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","消化性溃疡","Disease"
"消化性溃疡","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","溃疡分枝杆菌感染","Disease"
"溃疡分枝杆菌感染","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","胃病","Disease"
"胃病","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"胃食管反流测定和显像","Treatment","relatedDisease","溃疡病","Disease"
"溃疡病","Disease","relatedDisease","胃食管反流测定和显像","Treatment"
"经食管超声心动图tee","Treatment","relatedDisease","老年人脑栓塞","Disease"
"老年人脑栓塞","Disease","relatedDisease","经食管超声心动图tee","Treatment"
"经食管超声心动图tee","Treatment","relatedDisease","眼眶平滑肌瘤","Disease"
"眼眶平滑肌瘤","Disease","relatedDisease","经食管超声心动图tee","Treatment"
"经食管超声心动图tee","Treatment","relatedDisease","脑栓塞","Disease"
"脑栓塞","Disease","relatedDisease","经食管超声心动图tee","Treatment"
"经食管超声心动图tee","Treatment","relatedDisease","老年人心内膜炎","Disease"
"老年人心内膜炎","Disease","relatedDisease","经食管超声心动图tee","Treatment"
"经食管超声心动图tee","Treatment","relatedDisease","心内膜炎感染","Disease"
"心内膜炎感染","Disease","relatedDisease","经食管超声心动图tee","Treatment"
"经食管超声心动图tee","Treatment","relatedDisease","右心房与下腔静脉平滑肌瘤","Disease"
"右心房与下腔静脉平滑肌瘤","Disease","relatedDisease","经食管超声心动图tee","Treatment"
"经食管超声心动图tee","Treatment","relatedDisease","勒夫勒心内膜炎","Disease"
"勒夫勒心内膜炎","Disease","relatedDisease","经食管超声心动图tee","Treatment"
